customer_id,ciudad,canal_preferido,edad,fecha_registro
C201363,Florencia,tienda,45,2025-03-30
C201364,Florencia,web,51,2024-10-30
C201365,Ibagué,web,38,2024-02-10
C201366,Santa Marta,web,41,2025-09-11
C201367,Popayán,app,43,2024-02-08
C201368,Neiva,web,45,2024-10-10
C201369,Valledupar,app,18,2025-01-28
C201370,Popayán,web,21,2025-04-10
C201371,Medellín,tienda,35,2025-09-10
C201372,Cali,web,46,2024-12-14
C201373,Cartagena,app,47,2024-08-23
C201374,Sincelejo,app,27,2025-09-14
C201375,Bucaramanga,tienda,21,2024-05-06
C201376,Neiva,tienda,50,2024-08-22
C201377,Manizales,web,38,2025-05-24
C201378,Tunja,app,33,2025-07-22
C201379,Ibagué,web,45,2024-05-16
C201380,Valledupar,web,40,2025-03-12
C201381,Bogotá,callcenter,33,2024-10-07
C201382,Sincelejo,web,47,2024-10-28
C201383,Montería,web,45,2024-01-08
C201384,Popayán,web,24,2024-05-15
C201385,Valledupar,web,39,2024-08-06
C201386,Popayán,web,47,2024-09-29
C201387,Montería,tienda,18,2024-11-03
C201388,Yopal,app,23,2024-04-22
C201389,Tunja,app,22,2025-02-08
C201390,Pasto,web,37,2024-04-24
C201391,Sincelejo,app,29,2024-03-05
C201392,Cartagena,web,19,2025-01-03
C201393,Pereira,web,18,2024-01-12
C201394,Bogotá,tienda,20,2024-02-22
C201395,Pasto,web,27,2024-12-25
C201396,Florencia,web,38,2024-06-28
C201397,Ibagué,app,37,2024-08-22
C201398,Bogotá,tienda,36,2025-04-21
C201399,Cartagena,callcenter,36,2025-07-23
C201400,Medellín,app,35,2025-10-01
C201401,Popayán,web,32,2024-08-18
C201402,Tunja,tienda,35,2024-08-20
C201403,Montería,tienda,39,2024-11-28
C201404,Yopal,app,34,2025-10-18
C201405,Ibagué,app,27,2025-02-18
C201406,Pereira,web,18,2024-08-10
C201407,Barranquilla,app,45,2025-06-28
C201408,Ibagué,tienda,22,2024-09-26
C201409,Ibagué,web,47,2024-11-28
C201410,Cartagena,app,41,2024-12-28
C201411,Valledupar,web,36,2025-10-14
C201412,Medellín,app,56,2025-08-01
C201413,Ibagué,callcenter,28,2025-07-02
C201414,Yopal,tienda,53,2024-02-21
C201415,Sincelejo,tienda,25,2024-12-02
C201416,Montería,callcenter,34,2024-05-15
C201417,Pereira,web,18,2024-12-27
C201418,Pereira,web,49,2024-04-23
C201419,Ibagué,tienda,37,2024-05-24
C201420,Yopal,app,30,2025-07-03
C201421,Pasto,app,35,2025-09-08
C201422,Montería,app,28,2025-05-17
C201423,Yopal,web,28,2025-08-07
C201424,Bogotá,web,37,2024-04-12
C201425,Montería,tienda,38,2024-08-11
C201426,Yopal,web,44,2024-09-05
C201427,Yopal,web,18,2024-07-28
C201428,Bucaramanga,web,34,2024-03-26
C201429,Yopal,app,50,2025-01-28
C201430,Manizales,tienda,50,2024-05-12
C201431,Popayán,web,35,2024-11-09
C201432,Valledupar,web,18,2024-07-10
C201433,Santa Marta,web,37,2024-11-29
C201434,Pereira,app,39,2024-04-13
C201435,Popayán,web,35,2025-09-26
C201436,Medellín,app,18,2025-07-11
C201437,Cali,app,27,2024-04-27
C201438,Medellín,app,30,2025-02-21
C201439,Ibagué,callcenter,33,2024-05-07
C201440,Florencia,app,27,2024-11-10
C201441,Ibagué,callcenter,35,2024-09-23
C201442,Bogotá,app,35,2024-07-22
C201443,Tunja,web,43,2024-11-18
C201444,Popayán,web,34,2024-10-21
C201445,Bogotá,web,20,2025-01-30
C201446,Pasto,web,24,2024-02-18
C201447,Florencia,callcenter,42,2024-10-19
C201448,Manizales,tienda,24,2024-08-21
C201449,Bucaramanga,tienda,32,2024-04-03
C201450,Pasto,app,35,2025-03-27
C201451,Pereira,tienda,32,2025-03-16
C201452,Pasto,web,41,2024-12-09
C201453,Medellín,tienda,32,2025-01-30
C201454,Bogotá,web,48,2024-12-24
C201455,Bucaramanga,callcenter,42,2024-03-15
C201456,Yopal,app,29,2024-01-16
C201457,Bucaramanga,app,57,2025-08-15
C201458,Barranquilla,app,31,2024-03-17
C201459,Tunja,tienda,36,2024-10-23
C201460,Montería,tienda,33,2024-11-21
C201461,Cali,web,32,2024-12-24
C201462,Montería,app,38,2024-06-13
C201463,Sincelejo,web,35,2025-03-30
C201464,Yopal,callcenter,45,2025-06-13
C201465,Barranquilla,app,47,2024-05-18
C201466,Pasto,web,60,2024-02-21
C201467,Santa Marta,web,41,2025-04-19
C201468,Pasto,app,37,2025-05-23
C201469,Bucaramanga,web,44,2025-05-17
C201470,Pereira,app,39,2025-10-22
C201471,Neiva,app,30,2025-04-29
C201472,Popayán,web,38,2024-06-09
C201473,Pasto,web,51,2024-08-15
C201474,Pereira,app,33,2025-06-03
C201475,Valledupar,app,29,2025-04-17
C201476,Florencia,app,18,2024-04-22
C201477,Montería,web,35,2024-10-15
C201478,Ibagué,web,27,2024-05-31
C201479,Yopal,app,22,2025-09-18
C201480,Pereira,tienda,26,2025-04-06
C201481,Sincelejo,web,44,2025-04-21
C201482,Santa Marta,tienda,53,2025-03-23
C201483,Santa Marta,tienda,18,2025-09-24
C201484,Bucaramanga,web,42,2024-12-21
C201485,Pereira,callcenter,29,2025-07-08
C201486,Bogotá,web,36,2024-05-13
C201487,Yopal,app,27,2025-03-09
C201488,Sincelejo,app,29,2024-02-20
C201489,Yopal,web,23,2024-09-09
C201490,Medellín,app,42,2024-10-28
C201491,Pereira,web,42,2024-09-24
C201492,Florencia,app,27,2025-07-17
C201493,Pasto,app,51,2024-05-20
C201494,Florencia,app,21,2024-05-07
C201495,Ibagué,app,47,2024-09-09
C201496,Yopal,web,50,2025-02-18
C201497,Barranquilla,app,31,2024-02-25
C201498,Popayán,web,43,2024-05-17
C201499,Bucaramanga,web,33,2024-02-26
C201500,Pasto,tienda,25,2024-03-24
C201501,Cali,web,29,2025-10-27
C201502,Ibagué,web,36,2024-03-05
C201503,Montería,app,32,2025-04-11
C201504,Pasto,web,39,2024-03-28
C201505,Pereira,web,37,2025-01-30
C201506,Cali,app,45,2025-03-28
C201507,Pasto,web,29,2024-11-06
C201508,Villavicencio,tienda,21,2025-06-21
C201509,Bogotá,web,42,2025-02-25
C201510,Cartagena,app,40,2025-06-24
C201511,Manizales,app,31,2025-07-19
C201512,Ibagué,web,41,2024-05-17
C201513,Cali,tienda,18,2025-03-06
C201514,Montería,web,33,2024-01-26
C201515,Cartagena,app,18,2024-02-25
C201516,Barranquilla,app,19,2025-01-10
C201517,Bogotá,app,25,2024-11-03
C201518,Medellín,web,45,2025-10-02
C201519,Sincelejo,tienda,32,2025-07-18
C201520,Villavicencio,web,28,2024-04-14
C201521,Neiva,web,23,2024-05-25
C201522,Pereira,tienda,32,2024-02-17
C201523,Neiva,web,45,2024-01-07
C201524,Popayán,web,44,2025-05-01
C201525,Sincelejo,tienda,37,2024-06-13
C201526,Montería,web,48,2024-11-23
C201527,Valledupar,web,38,2025-07-31
C201528,Sincelejo,tienda,19,2025-05-19
C201529,Barranquilla,web,32,2025-05-18
C201530,Popayán,web,41,2025-02-05
C201531,Yopal,tienda,35,2024-06-24
C201532,Ibagué,web,36,2025-09-28
C201533,Pereira,app,25,2024-02-11
C201534,Villavicencio,app,18,2024-11-15
C201535,Cali,web,28,2024-03-11
C201536,Medellín,web,27,2024-08-12
C201537,Santa Marta,web,34,2025-08-04
C201538,Bogotá,web,35,2025-03-17
C201539,Pasto,callcenter,39,2025-02-23
C201540,Cartagena,app,25,2025-08-19
C201541,Barranquilla,tienda,24,2025-03-21
C201542,Cali,web,47,2025-03-01
C201543,Pasto,web,39,2025-09-30
C201544,Pereira,callcenter,33,2024-10-03
C201545,Sincelejo,app,30,2024-07-06
C201546,Pereira,app,39,2024-12-19
C201547,Cali,web,38,2024-09-22
C201548,Valledupar,web,18,2025-08-14
C201549,Cali,web,25,2025-06-23
C201550,Pasto,callcenter,28,2025-01-03
C201551,Florencia,web,32,2025-10-12
C201552,Florencia,app,40,2024-11-15
C201553,Popayán,tienda,18,2025-05-09
C201554,Bogotá,callcenter,37,2025-06-25
C201555,Neiva,web,47,2024-01-20
C201556,Pereira,tienda,28,2024-12-21
C201557,Florencia,callcenter,35,2025-01-21
C201558,Neiva,app,60,2024-02-12
C201559,Pereira,tienda,18,2024-10-04
C201560,Medellín,web,29,2024-04-15
C201561,Barranquilla,web,40,2024-01-01
C201562,Pasto,web,43,2025-07-11
C201563,Manizales,web,35,2024-05-26
C201564,Manizales,web,24,2024-10-02
C201565,Neiva,app,38,2024-06-26
C201566,Valledupar,web,31,2024-03-08
C201567,Valledupar,app,22,2024-11-21
C201568,Cartagena,web,36,2025-04-21
C201569,Santa Marta,app,36,2025-02-17
C201570,Santa Marta,callcenter,20,2025-07-21
C201571,Ibagué,tienda,49,2025-06-14
C201572,Barranquilla,tienda,27,2024-02-16
C201573,Medellín,web,28,2024-05-23
C201574,Sincelejo,web,30,2024-03-25
C201575,Yopal,web,18,2025-04-26
C201576,Valledupar,tienda,21,2024-04-05
C201577,Popayán,web,32,2025-01-12
C201578,Bucaramanga,web,27,2025-03-14
C201579,Medellín,app,41,2025-01-16
C201580,Montería,callcenter,25,2025-03-25
C201581,Bogotá,app,31,2024-10-11
C201582,Neiva,callcenter,33,2024-11-05
C201583,Cali,web,18,2024-04-13
C201584,Santa Marta,web,27,2024-09-09
C201585,Florencia,web,18,2024-05-15
C201586,Popayán,app,41,2025-05-13
C201587,Manizales,web,28,2024-05-18
C201588,Barranquilla,tienda,22,2025-10-09
C201589,Bogotá,app,50,2024-02-16
C201590,Manizales,tienda,33,2025-03-11
C201591,Pereira,app,36,2025-10-12
C201592,Santa Marta,web,52,2024-03-17
C201593,Cali,app,23,2025-02-13
C201594,Popayán,web,33,2024-10-01
C201595,Barranquilla,web,26,2024-03-17
C201596,Santa Marta,web,18,2025-01-16
C201597,Sincelejo,web,46,2025-07-23
C201598,Popayán,app,33,2024-05-22
C201599,Popayán,app,35,2024-05-31
C201600,Cartagena,web,39,2025-09-15
C201601,Cali,tienda,32,2024-08-11
C201602,Valledupar,tienda,34,2025-08-18
C201603,Sincelejo,web,26,2025-04-08
C201604,Pereira,web,26,2025-07-14
C201605,Montería,app,20,2024-10-15
C201606,Sincelejo,callcenter,52,2025-08-28
C201607,Montería,web,27,2025-04-07
C201608,Pereira,web,39,2024-08-17
C201609,Villavicencio,app,22,2024-09-05
C201610,Medellín,app,50,2025-07-17
C201611,Cartagena,tienda,30,2024-11-08
C201612,Villavicencio,app,53,2025-07-11
C201613,Villavicencio,web,35,2024-12-08
C201614,Cartagena,tienda,44,2024-11-12
C201615,Ibagué,web,31,2025-10-23
C201616,Cartagena,app,24,2024-01-10
C201617,Yopal,web,18,2025-09-14
C201618,Medellín,web,24,2024-05-12
C201619,Bucaramanga,tienda,51,2024-02-26
C201620,Barranquilla,web,45,2024-03-16
C201621,Cali,app,30,2025-10-04
C201622,Montería,web,38,2024-01-23
C201623,Valledupar,app,23,2025-04-13
C201624,Neiva,web,32,2025-09-03
C201625,Yopal,tienda,38,2024-07-09
C201626,Ibagué,tienda,27,2024-10-26
C201627,Valledupar,callcenter,51,2025-02-20
C201628,Medellín,web,42,2024-12-30
C201629,Sincelejo,web,21,2025-10-13
C201630,Tunja,tienda,30,2025-02-08
C201631,Neiva,web,41,2024-11-15
C201632,Valledupar,web,45,2024-01-14
C201633,Popayán,web,41,2024-10-07
C201634,Yopal,web,29,2024-05-26
C201635,Ibagué,web,43,2025-09-21
C201636,Popayán,web,33,2024-09-13
C201637,Santa Marta,web,44,2024-12-10
C201638,Cali,callcenter,55,2024-09-26
C201639,Sincelejo,app,37,2025-09-14
C201640,Medellín,app,34,2024-10-09
C201641,Tunja,tienda,29,2025-05-11
C201642,Yopal,web,41,2024-11-19
C201643,Tunja,app,29,2024-12-11
C201644,Yopal,app,46,2024-07-12
C201645,Florencia,app,27,2025-10-25
C201646,Bucaramanga,app,18,2024-10-23
C201647,Barranquilla,callcenter,37,2025-08-07
C201648,Villavicencio,tienda,27,2025-03-03
C201649,Pereira,web,38,2024-08-16
C201650,Pereira,tienda,20,2024-01-31
C201651,Manizales,web,41,2024-04-14
C201652,Manizales,web,32,2024-06-06
C201653,Bucaramanga,web,44,2024-03-07
C201654,Medellín,web,35,2024-02-25
C201655,Neiva,web,21,2025-01-27
C201656,Cali,web,28,2024-04-18
C201657,Neiva,web,38,2025-03-10
C201658,Manizales,web,27,2025-07-22
C201659,Bucaramanga,web,34,2025-04-10
C201660,Florencia,web,54,2024-12-24
C201661,Cartagena,tienda,30,2024-03-26
C201662,Pasto,app,38,2024-09-25
C201663,Cali,tienda,44,2024-12-16
C201664,Cali,web,36,2024-04-05
C201665,Sincelejo,web,37,2024-12-30
C201666,Valledupar,web,45,2025-02-15
C201667,Sincelejo,callcenter,21,2024-04-27
C201668,Valledupar,tienda,37,2025-01-16
C201669,Pasto,web,61,2024-08-31
C201670,Cartagena,web,32,2024-07-28
C201671,Tunja,app,36,2024-03-13
C201672,Villavicencio,app,25,2025-08-12
C201673,Bogotá,web,38,2024-09-09
C201674,Florencia,web,32,2024-05-01
C201675,Yopal,web,43,2025-06-21
C201676,Tunja,callcenter,29,2024-12-21
C201677,Neiva,app,55,2024-09-29
C201678,Barranquilla,callcenter,30,2024-11-25
C201679,Neiva,web,27,2024-11-18
C201680,Bucaramanga,app,35,2024-04-08
C201681,Bucaramanga,web,18,2024-05-25
C201682,Yopal,app,39,2025-05-17
C201683,Yopal,web,30,2024-09-27
C201684,Yopal,callcenter,33,2024-12-24
C201685,Barranquilla,app,40,2024-11-29
C201686,Barranquilla,tienda,34,2024-07-17
C201687,Yopal,tienda,18,2025-04-16
C201688,Barranquilla,tienda,38,2024-07-21
C201689,Santa Marta,web,39,2024-08-31
C201690,Valledupar,web,39,2024-01-13
C201691,Montería,web,35,2024-12-30
C201692,Neiva,callcenter,41,2025-09-16
C201693,Cartagena,callcenter,30,2024-09-30
C201694,Sincelejo,app,41,2025-10-29
C201695,Popayán,web,31,2025-03-17
C201696,Yopal,tienda,35,2025-10-28
C201697,Florencia,tienda,31,2024-03-31
C201698,Popayán,web,22,2025-05-30
C201699,Medellín,tienda,36,2024-11-01
C201700,Pereira,tienda,21,2024-12-02
C201701,Cartagena,web,51,2025-09-14
C201702,Sincelejo,callcenter,44,2024-07-16
C201703,Bucaramanga,web,29,2025-07-21
C201704,Florencia,app,18,2024-11-20
C201705,Florencia,web,18,2024-10-14
C201706,Sincelejo,app,34,2025-05-12
C201707,Medellín,app,31,2024-02-29
C201708,Sincelejo,tienda,35,2024-06-06
C201709,Pasto,tienda,45,2024-02-17
C201710,Ibagué,web,31,2025-08-23
C201711,Medellín,web,37,2024-09-13
C201712,Popayán,web,18,2024-01-02
C201713,Cartagena,tienda,32,2024-05-24
C201714,Montería,web,40,2025-03-19
C201715,Bogotá,tienda,31,2025-10-04
C201716,Pasto,app,18,2024-10-19
C201717,Santa Marta,callcenter,29,2024-09-27
C201718,Santa Marta,tienda,25,2024-03-28
C201719,Cartagena,callcenter,37,2024-07-22
C201720,Popayán,app,53,2025-08-28
C201721,Barranquilla,tienda,33,2024-08-01
C201722,Ibagué,web,27,2025-02-18
C201723,Bucaramanga,web,41,2024-08-24
C201724,Santa Marta,web,35,2025-09-22
C201725,Villavicencio,web,23,2025-05-07
C201726,Pasto,web,37,2024-04-26
C201727,Cartagena,app,25,2024-04-24
C201728,Neiva,app,37,2024-03-21
C201729,Florencia,callcenter,29,2025-10-23
C201730,Cali,app,27,2025-03-03
C201731,Manizales,app,26,2025-02-24
C201732,Villavicencio,web,27,2025-10-10
C201733,Manizales,app,39,2024-07-07
C201734,Neiva,web,36,2024-03-12
C201735,Popayán,web,54,2024-06-18
C201736,Tunja,web,27,2025-10-14
C201737,Montería,app,29,2025-07-19
C201738,Medellín,web,35,2024-06-26
C201739,Tunja,app,37,2025-06-26
C201740,Pereira,web,53,2024-05-05
C201741,Cali,app,25,2025-04-20
C201742,Santa Marta,app,32,2025-04-18
C201743,Tunja,app,37,2025-07-15
C201744,Sincelejo,app,33,2024-08-22
C201745,Bucaramanga,web,23,2024-06-12
C201746,Tunja,web,29,2024-03-30
C201747,Yopal,web,32,2025-07-10
C201748,Bogotá,web,34,2024-12-03
C201749,Pereira,tienda,48,2024-03-07
C201750,Manizales,web,37,2024-08-19
C201751,Manizales,web,30,2024-03-08
C201752,Medellín,web,25,2024-09-16
C201753,Ibagué,app,18,2025-09-11
C201754,Medellín,web,47,2024-05-08
C201755,Villavicencio,web,47,2025-05-15
C201756,Medellín,web,38,2024-03-07
C201757,Montería,web,38,2024-10-11
C201758,Manizales,web,32,2025-02-20
C201759,Cartagena,web,50,2025-01-21
C201760,Montería,tienda,28,2024-08-16
C201761,Villavicencio,web,40,2024-07-31
C201762,Tunja,tienda,54,2024-09-23
C201763,Sincelejo,tienda,30,2025-03-26
C201764,Barranquilla,web,27,2024-11-29
C201765,Bogotá,app,26,2024-05-21
C201766,Ibagué,tienda,45,2025-01-30
C201767,Montería,app,36,2025-02-26
C201768,Popayán,web,35,2025-07-11
C201769,Florencia,app,45,2025-07-17
C201770,Villavicencio,app,18,2025-03-08
C201771,Pereira,web,28,2025-08-21
C201772,Popayán,app,40,2024-09-04
C201773,Yopal,callcenter,31,2024-03-07
C201774,Valledupar,tienda,26,2025-08-30
C201775,Montería,web,40,2024-04-06
C201776,Montería,tienda,41,2024-05-11
C201777,Pereira,tienda,24,2024-04-30
C201778,Cartagena,web,41,2024-02-08
C201779,Cali,web,35,2025-04-18
C201780,Santa Marta,app,29,2025-05-17
C201781,Bogotá,callcenter,28,2024-08-05
C201782,Sincelejo,app,29,2024-01-12
C201783,Medellín,app,43,2025-10-04
C201784,Pereira,web,44,2025-06-11
C201785,Yopal,app,47,2025-01-21
C201786,Manizales,app,42,2025-09-15
C201787,Ibagué,web,30,2025-10-20
C201788,Ibagué,tienda,33,2025-03-23
C201789,Manizales,app,23,2024-06-15
C201790,Cartagena,web,38,2025-04-17
C201791,Neiva,tienda,38,2024-10-01
C201792,Tunja,app,42,2025-01-21
C201793,Bogotá,web,29,2024-06-02
C201794,Bogotá,app,35,2025-02-24
C201795,Popayán,web,46,2025-02-14
C201796,Bucaramanga,app,48,2025-04-16
C201797,Pereira,web,36,2024-02-06
C201798,Florencia,web,35,2024-09-24
C201799,Bogotá,web,53,2025-06-27
C201800,Ibagué,web,30,2025-09-19
C201801,Cartagena,app,37,2025-06-28
C201802,Florencia,app,51,2024-02-28
C201803,Santa Marta,app,41,2025-05-10
C201804,Cartagena,web,44,2024-09-29
C201805,Neiva,web,46,2024-01-08
C201806,Sincelejo,web,38,2024-07-22
C201807,Montería,web,46,2025-05-31
C201808,Villavicencio,app,44,2024-12-03
C201809,Cartagena,tienda,22,2024-04-04
C201810,Manizales,tienda,46,2025-05-09
C201811,Villavicencio,web,22,2025-10-08
C201812,Santa Marta,app,41,2024-06-08
C201813,Tunja,web,31,2025-06-24
C201814,Florencia,web,45,2024-09-24
C201815,Sincelejo,web,33,2024-02-02
C201816,Yopal,app,42,2025-05-03
C201817,Barranquilla,web,38,2024-01-29
C201818,Bogotá,tienda,59,2024-08-13
C201819,Tunja,tienda,32,2024-07-15
C201820,Montería,app,33,2024-08-24
C201821,Valledupar,web,32,2025-07-19
C201822,Florencia,tienda,23,2025-08-20
C201823,Florencia,app,29,2025-09-03
C201824,Santa Marta,web,45,2024-06-26
C201825,Santa Marta,web,42,2024-12-07
C201826,Barranquilla,app,40,2024-09-16
C201827,Popayán,web,40,2024-04-04
C201828,Cali,web,31,2025-05-25
C201829,Pasto,tienda,36,2024-03-21
C201830,Cartagena,web,34,2024-07-31
C201831,Pasto,app,35,2024-10-19
C201832,Cartagena,web,38,2025-09-13
C201833,Cartagena,callcenter,50,2024-07-28
C201834,Santa Marta,app,50,2024-06-05
C201835,Manizales,web,39,2025-05-02
C201836,Bucaramanga,callcenter,58,2024-08-19
C201837,Tunja,app,41,2025-06-25
C201838,Ibagué,tienda,26,2025-04-30
C201839,Medellín,app,45,2025-02-16
C201840,Florencia,web,31,2024-10-18
C201841,Sincelejo,app,40,2025-09-18
C201842,Pasto,tienda,32,2024-03-17
C201843,Bucaramanga,callcenter,39,2025-04-29
C201844,Bogotá,web,53,2025-05-01
C201845,Popayán,web,40,2025-07-19
C201846,Santa Marta,tienda,47,2024-02-22
C201847,Cartagena,web,36,2025-05-17
C201848,Neiva,web,27,2024-06-13
C201849,Sincelejo,web,34,2024-03-10
C201850,Sincelejo,tienda,37,2024-11-01
C201851,Medellín,web,34,2024-09-13
C201852,Yopal,web,38,2025-07-05
C201853,Yopal,web,37,2025-08-09
C201854,Manizales,app,48,2024-03-26
C201855,Pasto,web,33,2025-03-31
C201856,Ibagué,web,43,2025-04-13
C201857,Valledupar,app,31,2025-02-06
C201858,Popayán,app,36,2025-04-29
C201859,Montería,web,27,2024-08-10
C201860,Tunja,web,58,2025-05-06
C201861,Santa Marta,web,26,2025-02-23
C201862,Pereira,web,27,2025-04-20
C201863,Valledupar,app,38,2024-06-18
C201864,Pereira,app,40,2024-03-10
C201865,Santa Marta,app,31,2025-08-14
C201866,Barranquilla,app,32,2024-07-06
C201867,Popayán,tienda,27,2025-06-12
C201868,Bucaramanga,app,40,2024-10-29
C201869,Cartagena,web,39,2025-03-13
C201870,Valledupar,app,26,2025-05-17
C201871,Pereira,app,23,2024-04-10
C201872,Pasto,tienda,35,2025-07-31
C201873,Cali,app,44,2024-08-15
C201874,Ibagué,tienda,18,2024-03-26
C201875,Montería,app,33,2025-06-16
C201876,Ibagué,app,20,2024-09-16
C201877,Santa Marta,app,37,2024-11-03
C201878,Neiva,web,25,2025-04-25
C201879,Pasto,web,40,2024-01-24
C201880,Montería,web,22,2024-11-20
C201881,Cartagena,web,46,2024-12-13
C201882,Yopal,tienda,33,2025-07-21
C201883,Santa Marta,web,25,2024-02-28
C201884,Villavicencio,web,18,2025-08-05
C201885,Barranquilla,app,43,2024-09-01
C201886,Popayán,tienda,18,2025-03-07
C201887,Medellín,web,23,2024-04-23
C201888,Yopal,tienda,35,2024-06-23
C201889,Yopal,web,29,2024-03-26
C201890,Florencia,app,44,2024-11-13
C201891,Cali,web,31,2025-06-08
C201892,Popayán,web,48,2024-09-12
C201893,Manizales,tienda,33,2024-05-23
C201894,Tunja,web,22,2024-02-29
C201895,Barranquilla,web,42,2024-08-22
C201896,Sincelejo,web,18,2024-08-19
C201897,Tunja,web,49,2025-09-10
C201898,Santa Marta,web,18,2024-12-29
C201899,Neiva,web,49,2024-05-25
C201900,Medellín,callcenter,42,2024-03-04
C201901,Bucaramanga,web,18,2024-02-10
C201902,Bucaramanga,web,44,2024-08-08
C201903,Manizales,app,37,2025-03-11
C201904,Pasto,web,21,2024-01-26
C201905,Neiva,web,18,2024-01-17
C201906,Yopal,app,32,2025-02-03
C201907,Villavicencio,web,63,2024-05-25
C201908,Bucaramanga,web,24,2024-06-11
C201909,Pasto,web,31,2025-05-16
C201910,Pereira,web,20,2024-06-11
C201911,Cali,app,18,2024-11-02
C201912,Popayán,tienda,33,2024-08-30
C201913,Pasto,web,51,2025-02-12
C201914,Pereira,tienda,47,2025-06-10
C201915,Pasto,web,43,2024-01-01
C201916,Medellín,app,31,2025-03-04
C201917,Bogotá,web,50,2025-04-25
C201918,Villavicencio,web,23,2024-03-07
C201919,Cartagena,tienda,23,2025-10-28
C201920,Manizales,app,25,2025-08-13
C201921,Pereira,web,46,2025-03-14
C201922,Yopal,web,54,2025-03-08
C201923,Pereira,web,43,2025-03-15
C201924,Popayán,web,49,2024-11-06
C201925,Cali,app,42,2025-10-20
C201926,Bucaramanga,web,28,2025-10-04
C201927,Florencia,tienda,36,2024-07-26
C201928,Neiva,app,32,2024-07-08
C201929,Neiva,tienda,37,2025-06-19
C201930,Sincelejo,web,58,2024-05-12
C201931,Neiva,web,27,2025-05-24
C201932,Popayán,web,44,2024-04-24
C201933,Sincelejo,web,33,2024-09-15
C201934,Bogotá,tienda,22,2025-05-15
C201935,Medellín,web,35,2025-08-11
C201936,Valledupar,app,29,2024-03-31
C201937,Manizales,web,28,2025-06-27
C201938,Montería,web,41,2024-03-01
C201939,Bogotá,tienda,41,2024-04-04
C201940,Pasto,app,27,2025-05-28
C201941,Tunja,app,25,2024-07-12
C201942,Manizales,web,32,2024-09-05
C201943,Bogotá,app,20,2025-10-26
C201944,Bogotá,app,28,2024-06-02
C201945,Ibagué,web,37,2024-10-05
C201946,Ibagué,web,26,2024-03-28
C201947,Montería,app,43,2025-10-03
C201948,Santa Marta,tienda,55,2024-08-23
C201949,Bucaramanga,app,27,2025-05-17
C201950,Barranquilla,web,28,2025-05-06
C201951,Sincelejo,tienda,43,2025-10-04
C201952,Tunja,web,23,2024-06-10
C201953,Yopal,tienda,57,2024-03-01
C201954,Santa Marta,tienda,19,2024-08-08
C201955,Pereira,tienda,49,2025-06-16
C201956,Cali,web,41,2025-06-05
C201957,Medellín,app,30,2024-09-19
C201958,Santa Marta,callcenter,30,2024-03-02
C201959,Santa Marta,tienda,53,2025-08-29
C201960,Villavicencio,web,33,2024-02-01
C201961,Tunja,tienda,33,2024-11-14
C201962,Florencia,tienda,18,2024-07-14
C201963,Tunja,app,24,2024-03-26
C201964,Pasto,app,21,2025-09-29
C201965,Neiva,web,42,2024-01-21
C201966,Bucaramanga,callcenter,34,2024-02-18
C201967,Pasto,tienda,31,2024-12-05
C201968,Popayán,app,18,2025-07-31
C201969,Montería,app,20,2024-03-27
C201970,Manizales,web,51,2024-02-11
C201971,Pereira,web,39,2025-05-21
C201972,Sincelejo,web,32,2025-04-08
C201973,Bogotá,web,33,2024-04-06
C201974,Ibagué,web,30,2024-03-17
C201975,Ibagué,web,40,2024-08-08
C201976,Bucaramanga,callcenter,44,2024-03-14
C201977,Manizales,web,35,2024-09-10
C201978,Bogotá,web,42,2024-11-27
C201979,Yopal,web,28,2025-08-06
C201980,Tunja,callcenter,21,2024-09-01
C201981,Pereira,app,31,2025-06-11
C201982,Barranquilla,tienda,34,2024-01-19
C201983,Montería,app,31,2025-08-07
C201984,Medellín,web,36,2024-09-30
C201985,Sincelejo,callcenter,22,2025-08-19
C201986,Cartagena,web,22,2025-02-17
C201987,Valledupar,web,44,2024-03-01
C201988,Florencia,web,61,2025-04-30
C201989,Medellín,callcenter,43,2024-06-28
C201990,Florencia,app,33,2024-09-21
C201991,Medellín,app,28,2025-02-14
C201992,Barranquilla,web,38,2024-11-02
C201993,Bogotá,web,28,2024-11-13
C201994,Medellín,callcenter,32,2024-03-29
C201995,Barranquilla,web,40,2024-05-11
C201996,Neiva,web,40,2025-08-04
C201997,Villavicencio,web,26,2024-02-28
C201998,Sincelejo,callcenter,32,2024-10-23
C201999,Barranquilla,callcenter,24,2024-08-09
C202000,Valledupar,web,36,2024-12-14
C202001,Cartagena,web,31,2025-08-02
C202002,Popayán,app,28,2025-09-22
C202003,Bucaramanga,app,27,2025-10-07
C202004,Manizales,callcenter,31,2025-04-16
C202005,Bogotá,web,32,2024-09-05
C202006,Santa Marta,web,28,2024-09-24
C202007,Neiva,web,23,2025-08-05
C202008,Barranquilla,web,22,2024-11-11
C202009,Tunja,web,22,2024-11-01
C202010,Cartagena,web,29,2025-04-08
C202011,Florencia,tienda,22,2025-02-19
C202012,Florencia,app,41,2025-06-08
C202013,Bucaramanga,web,33,2024-12-11
C202014,Neiva,web,26,2024-03-20
C202015,Barranquilla,web,30,2024-09-08
C202016,Tunja,app,26,2025-01-12
C202017,Florencia,callcenter,32,2024-10-24
C202018,Barranquilla,tienda,30,2024-12-30
C202019,Santa Marta,tienda,39,2025-04-18
C202020,Barranquilla,app,26,2024-03-26
C202021,Barranquilla,web,31,2024-06-28
