tienda_id,sku,stock,fecha_stock
S1063,SKU100162,20,2024-01-11
S1106,SKU100334,28,2024-12-28
S1148,SKU100527,19,2024-04-21
S1071,SKU100344,33,2024-02-19
S1002,SKU100197,15,2025-06-25
S1051,SKU100700,21,2025-06-13
S1125,SKU100625,20,2025-09-14
S1012,SKU100734,23,2025-10-04
S1044,SKU100683,30,2024-11-17
S1071,SKU100031,15,2025-01-10
S1057,SKU100502,19,2024-07-02
S1092,SKU100223,30,2024-03-05
S1088,SKU100648,21,2025-07-17
S1050,SKU100682,23,2024-09-19
S1027,SKU100675,22,2024-04-20
S1051,SKU100159,21,2025-04-19
S1064,SKU100757,17,2024-12-02
S1087,SKU100129,16,2024-11-02
S1114,SKU100705,21,2024-11-27
S1084,SKU100424,16,2024-11-03
S1115,SKU100100,14,2024-07-30
S1149,SKU100646,24,2024-08-12
S1087,SKU100048,24,2024-07-17
S1063,SKU100055,33,2025-02-24
S1094,SKU100412,18,2025-10-24
S1128,SKU100465,22,2025-10-02
S1142,SKU100063,25,2024-08-20
S1116,SKU100068,16,2024-09-24
S1032,SKU100717,18,2024-04-06
S1101,SKU100337,16,2025-03-17
S1038,SKU100290,12,2024-10-09
S1074,SKU100554,15,2025-09-28
S1018,SKU100512,23,2025-07-16
S1091,SKU100163,20,2024-05-31
S1129,SKU100243,24,2024-11-08
S1129,SKU100514,21,2025-03-04
S1043,SKU100004,14,2024-02-19
S1018,SKU100335,17,2024-07-24
S1030,SKU100283,15,2025-08-09
S1119,SKU100452,20,2025-06-21
S1127,SKU100423,22,2025-04-04
S1068,SKU100588,28,2024-08-13
S1022,SKU100251,19,2025-09-24
S1102,SKU100743,23,2025-01-11
S1021,SKU100418,15,2024-04-10
S1090,SKU100451,19,2024-03-20
S1105,SKU100354,14,2025-05-01
S1035,SKU100520,18,2024-09-24
S1042,SKU100137,25,2024-02-16
S1099,SKU100111,21,2024-05-09
S1145,SKU100671,25,2025-08-16
S1083,SKU100672,15,2024-10-31
S1068,SKU100725,21,2024-05-23
S1144,SKU100682,17,2025-06-03
S1006,SKU100134,28,2025-05-22
S1144,SKU100312,23,2024-04-12
S1143,SKU100269,20,2025-07-02
S1148,SKU100797,20,2025-08-17
S1075,SKU100194,20,2025-01-01
S1065,SKU100758,23,2025-05-05
S1081,SKU100469,15,2024-02-06
S1122,SKU100419,26,2025-02-24
S1101,SKU100078,23,2025-05-06
S1060,SKU100555,19,2025-03-19
S1137,SKU100447,28,2024-04-07
S1087,SKU100640,25,2025-09-01
S1087,SKU100016,26,2025-01-17
S1008,SKU100724,29,2024-04-17
S1149,SKU100092,14,2024-10-19
S1094,SKU100608,24,2025-01-02
S1088,SKU100737,24,2025-09-26
S1102,SKU100762,22,2024-09-05
S1113,SKU100527,20,2025-03-07
S1048,SKU100145,20,2025-07-29
S1053,SKU100577,16,2024-02-29
S1093,SKU100774,13,2025-10-20
S1048,SKU100392,21,2025-03-18
S1003,SKU100119,25,2024-01-15
S1148,SKU100798,16,2024-11-02
S1072,SKU100089,17,2024-12-03
S1039,SKU100652,9,2024-07-26
S1117,SKU100031,19,2024-10-17
S1106,SKU100392,16,2024-11-11
S1027,SKU100575,22,2024-04-12
S1083,SKU100687,24,2024-09-23
S1058,SKU100419,18,2025-01-25
S1008,SKU100722,20,2025-10-31
S1135,SKU100504,22,2025-07-11
S1136,SKU100042,18,2024-09-17
S1112,SKU100139,16,2024-03-06
S1000,SKU100684,32,2025-05-27
S1035,SKU100029,18,2025-02-06
S1057,SKU100649,24,2025-07-20
S1054,SKU100563,15,2025-09-16
S1140,SKU100102,21,2024-06-23
S1017,SKU100161,23,2025-10-24
S1002,SKU100776,21,2024-06-14
S1147,SKU100632,24,2024-09-28
S1109,SKU100405,32,2024-01-14
S1122,SKU100438,25,2024-09-06
S1056,SKU100453,24,2024-09-18
S1041,SKU100017,11,2024-09-16
S1051,SKU100662,15,2025-10-27
S1113,SKU100228,18,2025-01-27
S1075,SKU100792,16,2024-09-03
S1064,SKU100515,22,2024-07-15
S1057,SKU100384,24,2025-10-26
S1092,SKU100430,19,2024-03-22
S1123,SKU100000,22,2024-06-06
S1117,SKU100655,13,2024-02-29
S1025,SKU100593,22,2024-04-08
S1000,SKU100355,21,2025-08-18
S1103,SKU100675,19,2024-03-31
S1083,SKU100502,26,2025-07-26
S1073,SKU100198,22,2024-05-24
S1104,SKU100500,16,2024-06-27
S1122,SKU100034,28,2025-10-16
S1081,SKU100266,20,2024-09-10
S1100,SKU100461,17,2024-05-19
S1051,SKU100615,21,2024-01-11
S1062,SKU100077,19,2025-08-06
S1100,SKU100257,21,2025-08-01
S1001,SKU100604,19,2025-09-19
S1087,SKU100277,26,2024-01-25
S1108,SKU100562,22,2024-04-05
S1136,SKU100507,13,2025-06-17
S1061,SKU100735,19,2024-08-22
S1012,SKU100773,24,2024-07-13
S1090,SKU100529,22,2025-02-11
S1128,SKU100439,19,2025-10-16
S1136,SKU100127,27,2024-12-30
S1014,SKU100164,18,2025-07-06
S1084,SKU100217,25,2025-01-03
S1024,SKU100139,13,2024-05-05
S1045,SKU100432,27,2024-04-06
S1107,SKU100130,23,2025-08-12
S1080,SKU100278,26,2025-03-19
S1126,SKU100796,26,2024-05-15
S1130,SKU100049,11,2024-03-22
S1008,SKU100577,17,2024-08-26
S1083,SKU100528,19,2025-01-11
S1013,SKU100313,19,2025-04-02
S1003,SKU100092,23,2025-06-22
S1075,SKU100395,23,2025-09-05
S1031,SKU100323,19,2024-07-20
S1119,SKU100787,23,2024-07-29
S1003,SKU100041,14,2025-05-05
S1006,SKU100072,19,2024-08-04
S1148,SKU100687,16,2025-01-28
S1014,SKU100035,15,2025-02-15
S1115,SKU100214,15,2024-03-13
S1132,SKU100518,23,2025-05-04
S1081,SKU100263,19,2025-08-06
S1100,SKU100451,26,2024-12-29
S1059,SKU100645,20,2024-05-20
S1079,SKU100745,18,2025-08-05
S1127,SKU100289,16,2025-05-20
S1062,SKU100411,20,2024-07-14
S1146,SKU100237,19,2025-10-18
S1146,SKU100651,17,2025-07-18
S1008,SKU100567,20,2024-01-02
S1070,SKU100107,13,2024-06-09
S1053,SKU100109,18,2025-04-30
S1147,SKU100543,29,2024-09-11
S1081,SKU100589,19,2025-10-02
S1096,SKU100509,24,2025-09-20
S1017,SKU100536,14,2025-08-28
S1056,SKU100146,12,2024-02-01
S1027,SKU100205,16,2024-03-02
S1003,SKU100358,20,2024-11-19
S1075,SKU100128,14,2025-10-16
S1138,SKU100652,27,2025-01-10
S1064,SKU100670,22,2024-04-23
S1044,SKU100367,24,2024-03-18
S1017,SKU100106,10,2024-01-18
S1022,SKU100596,23,2024-05-18
S1010,SKU100201,15,2024-12-01
S1090,SKU100615,17,2024-05-22
S1076,SKU100765,24,2024-07-21
S1003,SKU100591,22,2025-04-19
S1075,SKU100170,26,2025-03-14
S1147,SKU100289,21,2025-03-18
S1016,SKU100185,12,2024-03-03
S1080,SKU100578,20,2024-07-03
S1114,SKU100636,21,2024-06-02
S1009,SKU100746,12,2024-12-27
S1058,SKU100778,17,2025-09-07
S1035,SKU100252,23,2024-03-25
S1142,SKU100555,18,2025-10-12
S1114,SKU100695,26,2024-07-04
S1107,SKU100479,26,2025-05-23
S1099,SKU100440,18,2025-04-03
S1009,SKU100647,25,2025-09-28
S1099,SKU100169,20,2024-12-11
S1134,SKU100591,23,2025-02-28
S1081,SKU100072,23,2025-09-20
S1051,SKU100799,31,2024-05-22
S1079,SKU100017,19,2025-04-05
S1054,SKU100577,17,2025-03-15
S1120,SKU100563,12,2025-01-09
S1055,SKU100546,13,2024-02-20
S1118,SKU100293,14,2025-09-30
S1074,SKU100685,23,2024-08-17
S1049,SKU100021,17,2024-05-26
S1135,SKU100102,21,2025-05-06
S1130,SKU100201,12,2024-03-15
S1104,SKU100244,24,2024-11-27
S1041,SKU100707,16,2025-08-21
S1145,SKU100680,20,2025-05-27
S1052,SKU100648,18,2024-02-08
S1114,SKU100722,19,2024-10-26
S1002,SKU100184,16,2024-01-21
S1098,SKU100770,28,2025-02-15
S1097,SKU100248,13,2025-01-29
S1130,SKU100170,11,2025-10-25
S1001,SKU100483,19,2025-10-13
S1031,SKU100356,21,2025-08-01
S1079,SKU100572,13,2024-03-17
S1020,SKU100564,26,2024-09-01
S1083,SKU100120,19,2024-10-24
S1056,SKU100228,20,2024-10-26
S1026,SKU100079,27,2025-10-17
S1120,SKU100521,21,2024-03-24
S1106,SKU100057,17,2024-08-11
S1087,SKU100448,24,2024-08-02
S1114,SKU100415,14,2024-07-09
S1115,SKU100505,16,2024-10-05
S1018,SKU100607,25,2025-04-09
S1034,SKU100721,16,2024-03-12
S1143,SKU100565,25,2025-05-30
S1034,SKU100781,24,2025-01-10
S1008,SKU100233,25,2024-05-30
S1015,SKU100159,26,2024-02-03
S1135,SKU100454,24,2025-04-25
S1081,SKU100448,11,2024-09-26
S1069,SKU100034,13,2025-04-13
S1091,SKU100515,18,2025-05-30
S1047,SKU100243,25,2025-04-18
S1003,SKU100214,12,2024-02-15
S1106,SKU100013,24,2025-07-02
S1096,SKU100448,19,2024-07-08
S1125,SKU100542,22,2025-08-01
S1123,SKU100113,21,2025-08-25
S1043,SKU100272,24,2025-08-14
S1120,SKU100678,20,2025-07-20
S1044,SKU100387,11,2025-02-23
S1082,SKU100349,23,2025-06-18
S1119,SKU100065,19,2025-06-27
S1048,SKU100414,22,2024-05-02
S1072,SKU100590,18,2024-02-08
S1106,SKU100488,15,2025-05-16
S1066,SKU100714,24,2024-11-12
S1093,SKU100097,28,2025-10-04
S1079,SKU100323,15,2024-05-22
S1058,SKU100463,25,2024-01-08
S1091,SKU100783,16,2024-03-30
S1045,SKU100363,14,2024-12-05
S1113,SKU100736,16,2025-07-15
S1076,SKU100304,9,2024-03-06
S1132,SKU100544,13,2024-06-25
S1037,SKU100330,24,2025-02-04
S1035,SKU100737,14,2024-10-23
S1107,SKU100670,27,2025-06-14
S1146,SKU100049,19,2024-08-18
S1028,SKU100533,24,2025-04-04
S1093,SKU100106,20,2024-01-11
S1026,SKU100114,20,2024-02-29
S1080,SKU100753,24,2024-01-21
S1110,SKU100487,22,2025-03-03
S1063,SKU100237,21,2024-05-30
S1139,SKU100352,18,2025-08-13
S1019,SKU100327,18,2025-05-23
S1117,SKU100438,17,2025-08-20
S1073,SKU100753,17,2025-06-08
S1107,SKU100506,14,2024-11-04
S1009,SKU100664,22,2024-01-11
S1094,SKU100061,18,2025-08-15
S1105,SKU100768,20,2024-05-22
S1136,SKU100009,13,2024-06-16
S1139,SKU100207,13,2025-09-01
S1129,SKU100752,26,2025-10-16
S1053,SKU100069,27,2024-08-26
S1149,SKU100228,17,2024-09-25
S1066,SKU100444,20,2025-01-01
S1082,SKU100719,15,2024-09-01
S1015,SKU100181,22,2024-02-17
S1124,SKU100327,19,2025-03-17
S1130,SKU100438,26,2025-07-07
S1013,SKU100254,21,2024-09-04
S1076,SKU100764,19,2024-01-10
S1088,SKU100385,23,2025-03-08
S1051,SKU100704,21,2024-04-13
S1061,SKU100211,11,2025-08-16
S1138,SKU100591,22,2025-09-03
S1038,SKU100250,22,2024-04-08
S1076,SKU100638,18,2025-08-23
S1092,SKU100141,21,2025-08-26
S1071,SKU100787,20,2025-09-22
S1082,SKU100462,24,2024-06-19
S1013,SKU100347,30,2024-10-29
S1019,SKU100324,18,2024-05-24
S1086,SKU100739,23,2024-03-26
S1120,SKU100543,21,2025-02-13
S1034,SKU100412,21,2025-02-16
S1049,SKU100548,28,2025-09-17
S1139,SKU100007,23,2024-07-21
S1051,SKU100170,18,2024-05-15
S1068,SKU100693,18,2025-05-24
S1037,SKU100475,20,2025-07-17
S1022,SKU100386,23,2025-09-26
S1028,SKU100681,14,2024-04-12
S1134,SKU100765,17,2025-09-01
S1099,SKU100791,11,2024-01-10
S1041,SKU100732,22,2024-03-20
S1130,SKU100647,22,2025-05-17
S1096,SKU100593,13,2024-11-03
S1118,SKU100753,19,2025-03-10
S1064,SKU100492,22,2024-03-10
S1106,SKU100740,20,2025-10-09
S1046,SKU100220,27,2024-01-22
S1120,SKU100025,18,2025-01-12
S1053,SKU100700,23,2025-07-02
S1142,SKU100352,19,2024-04-17
S1071,SKU100480,22,2025-01-21
S1143,SKU100775,11,2024-06-21
S1113,SKU100770,24,2024-03-30
S1047,SKU100423,26,2024-06-11
S1134,SKU100098,24,2025-05-04
S1146,SKU100193,23,2025-05-06
S1031,SKU100625,19,2025-07-03
S1039,SKU100183,22,2025-03-25
S1146,SKU100287,22,2024-05-03
S1023,SKU100790,24,2025-04-10
S1044,SKU100718,15,2025-07-06
S1057,SKU100142,19,2025-04-22
S1130,SKU100771,18,2024-08-23
S1000,SKU100782,18,2024-01-16
S1100,SKU100189,22,2024-11-01
S1089,SKU100246,20,2025-05-18
S1148,SKU100256,21,2025-02-23
S1024,SKU100513,25,2025-07-12
S1092,SKU100281,17,2025-01-13
S1087,SKU100376,13,2024-07-07
S1071,SKU100065,27,2024-12-03
S1138,SKU100627,19,2024-07-17
S1042,SKU100325,23,2024-09-23
S1137,SKU100542,13,2024-07-22
S1061,SKU100087,19,2024-05-03
S1066,SKU100784,18,2024-09-09
S1000,SKU100052,24,2024-07-09
S1059,SKU100355,23,2025-01-29
S1102,SKU100230,20,2025-09-07
S1007,SKU100207,18,2025-06-28
S1040,SKU100517,15,2025-09-25
S1038,SKU100441,17,2024-01-12
S1121,SKU100195,12,2025-01-22
S1083,SKU100683,18,2024-06-27
S1077,SKU100627,21,2024-08-20
S1002,SKU100315,18,2025-08-18
S1114,SKU100593,13,2025-07-26
S1139,SKU100389,15,2024-02-12
S1092,SKU100453,17,2024-03-12
S1025,SKU100436,16,2025-04-17
S1128,SKU100598,19,2025-05-26
S1111,SKU100669,21,2025-07-12
S1035,SKU100094,20,2024-12-09
S1049,SKU100151,22,2024-09-08
S1093,SKU100061,13,2025-06-14
S1134,SKU100427,17,2025-05-27
S1044,SKU100552,14,2024-10-25
S1104,SKU100549,22,2024-02-24
S1080,SKU100395,29,2024-06-17
S1074,SKU100640,17,2025-09-05
S1053,SKU100305,16,2024-07-09
S1112,SKU100395,26,2024-11-13
S1012,SKU100701,22,2024-11-08
S1134,SKU100551,21,2025-06-15
S1044,SKU100215,16,2024-04-26
S1005,SKU100590,14,2024-09-08
S1043,SKU100370,15,2025-05-31
S1139,SKU100449,20,2025-08-05
S1045,SKU100533,20,2024-02-20
S1074,SKU100404,20,2025-05-18
S1119,SKU100680,27,2024-08-27
S1054,SKU100402,17,2024-02-10
S1053,SKU100079,21,2025-03-21
S1101,SKU100207,13,2024-03-27
S1062,SKU100016,24,2025-02-28
S1141,SKU100300,15,2024-10-01
S1099,SKU100042,18,2025-06-24
S1026,SKU100480,30,2024-05-01
S1040,SKU100762,23,2024-05-11
S1100,SKU100155,11,2024-07-15
S1131,SKU100787,17,2024-07-20
S1003,SKU100241,16,2025-10-15
S1053,SKU100717,16,2025-03-01
S1103,SKU100319,24,2024-07-02
S1012,SKU100527,10,2024-01-04
S1072,SKU100683,20,2025-01-01
S1127,SKU100288,13,2025-02-07
S1146,SKU100082,12,2025-02-01
S1023,SKU100443,17,2024-09-05
S1061,SKU100260,18,2024-12-26
S1056,SKU100696,19,2024-12-23
S1008,SKU100234,22,2025-08-21
S1024,SKU100062,24,2024-08-10
S1025,SKU100397,21,2025-10-15
S1105,SKU100240,24,2025-08-05
S1096,SKU100441,18,2025-07-14
S1045,SKU100769,21,2025-10-24
S1036,SKU100536,19,2024-05-29
S1070,SKU100371,20,2025-09-26
S1081,SKU100313,25,2025-10-19
S1018,SKU100297,31,2025-05-21
S1000,SKU100546,19,2024-05-02
S1084,SKU100464,20,2025-08-09
S1096,SKU100155,26,2025-06-02
S1041,SKU100588,16,2025-07-05
S1090,SKU100077,18,2024-04-19
S1026,SKU100649,15,2024-12-14
S1000,SKU100523,22,2025-07-30
S1079,SKU100539,20,2024-06-15
S1109,SKU100081,14,2025-07-27
S1009,SKU100391,23,2024-02-03
S1106,SKU100765,30,2024-12-11
S1011,SKU100757,16,2025-05-06
S1015,SKU100187,20,2025-09-28
S1099,SKU100006,13,2025-03-18
S1075,SKU100428,13,2025-09-29
S1004,SKU100652,16,2024-10-11
S1026,SKU100452,20,2025-07-25
S1067,SKU100627,19,2024-03-10
S1085,SKU100204,21,2025-05-14
S1130,SKU100649,18,2024-01-27
S1027,SKU100736,19,2024-11-19
S1097,SKU100137,20,2025-08-02
S1079,SKU100284,21,2024-12-29
S1018,SKU100024,18,2025-03-02
S1106,SKU100398,28,2025-09-09
S1125,SKU100558,13,2024-10-19
S1139,SKU100294,15,2024-06-26
S1081,SKU100481,18,2025-06-23
S1056,SKU100151,20,2025-08-01
S1019,SKU100440,21,2025-08-29
S1089,SKU100057,24,2025-08-23
S1045,SKU100699,24,2025-04-26
S1070,SKU100156,19,2025-07-12
S1054,SKU100792,16,2024-08-13
S1134,SKU100585,22,2024-11-20
S1049,SKU100354,13,2025-03-20
S1068,SKU100760,25,2024-11-30
S1065,SKU100014,17,2024-07-24
S1117,SKU100078,19,2024-08-24
S1017,SKU100657,18,2025-07-04
S1003,SKU100703,25,2024-10-05
S1118,SKU100774,24,2025-03-08
S1043,SKU100631,21,2025-10-24
S1132,SKU100383,14,2025-06-11
S1006,SKU100172,12,2024-02-20
S1062,SKU100677,22,2025-07-15
S1006,SKU100354,24,2024-12-01
S1007,SKU100435,17,2024-03-06
S1111,SKU100455,25,2025-02-17
S1024,SKU100258,25,2025-09-01
S1138,SKU100347,18,2025-05-02
S1059,SKU100227,20,2024-02-04
S1050,SKU100794,19,2025-05-14
S1031,SKU100511,25,2025-09-27
S1020,SKU100260,21,2025-03-18
S1116,SKU100588,17,2024-05-04
S1081,SKU100365,18,2025-06-22
S1065,SKU100753,23,2024-04-21
S1016,SKU100174,17,2024-06-12
S1144,SKU100565,20,2024-06-06
S1042,SKU100299,15,2025-07-26
S1148,SKU100182,26,2024-07-11
S1040,SKU100005,25,2025-08-31
S1046,SKU100519,23,2025-01-20
S1140,SKU100073,14,2024-01-12
S1091,SKU100669,19,2024-11-22
S1046,SKU100048,16,2025-10-04
S1130,SKU100600,17,2025-10-08
S1090,SKU100142,19,2024-01-07
S1028,SKU100451,23,2024-04-22
S1100,SKU100560,27,2024-01-16
S1000,SKU100123,16,2025-07-26
S1040,SKU100427,18,2024-07-05
S1110,SKU100170,20,2024-08-26
S1085,SKU100046,20,2025-04-24
S1083,SKU100777,26,2024-06-04
S1014,SKU100488,21,2025-09-27
S1058,SKU100729,21,2025-07-13
S1034,SKU100285,18,2024-09-01
S1016,SKU100237,21,2024-08-27
S1075,SKU100244,19,2024-05-29
S1013,SKU100252,16,2025-08-10
S1043,SKU100374,18,2024-05-22
S1011,SKU100759,25,2024-11-08
S1043,SKU100498,25,2024-01-15
S1064,SKU100614,14,2024-11-27
S1101,SKU100155,24,2025-02-01
S1061,SKU100574,36,2024-03-06
S1058,SKU100517,13,2025-07-27
S1072,SKU100302,20,2024-10-09
S1012,SKU100776,21,2024-02-13
S1059,SKU100493,20,2024-07-27
S1100,SKU100363,20,2024-01-25
S1065,SKU100215,23,2024-02-12
S1149,SKU100606,24,2025-08-04
S1068,SKU100158,22,2024-12-28
S1143,SKU100775,18,2024-06-01
S1091,SKU100755,20,2024-12-22
S1134,SKU100019,17,2025-01-08
S1048,SKU100230,16,2025-01-03
S1006,SKU100535,27,2025-02-03
S1105,SKU100655,26,2024-05-15
S1065,SKU100098,19,2024-01-28
S1073,SKU100569,14,2024-04-16
S1105,SKU100671,16,2024-12-13
S1062,SKU100131,12,2025-03-17
S1011,SKU100527,17,2024-06-06
S1081,SKU100020,16,2024-09-09
S1085,SKU100058,11,2025-01-21
S1069,SKU100687,22,2024-03-09
S1130,SKU100507,23,2025-09-02
S1027,SKU100342,13,2024-07-02
S1149,SKU100028,17,2025-10-05
S1080,SKU100120,24,2025-05-23
S1142,SKU100128,19,2024-01-25
S1054,SKU100477,23,2025-04-01
S1124,SKU100174,17,2024-10-29
S1026,SKU100060,18,2025-09-21
S1013,SKU100494,19,2024-06-17
S1064,SKU100295,19,2025-05-14
S1065,SKU100481,10,2024-01-05
S1146,SKU100707,19,2024-06-15
S1059,SKU100581,19,2024-05-03
S1027,SKU100708,22,2024-11-23
S1018,SKU100482,14,2025-06-22
S1031,SKU100496,21,2024-04-17
S1064,SKU100731,23,2025-04-27
S1002,SKU100030,18,2025-02-11
S1051,SKU100727,24,2024-11-02
S1065,SKU100365,26,2024-10-09
S1100,SKU100540,27,2024-06-16
S1129,SKU100704,16,2025-10-16
S1070,SKU100542,25,2025-08-06
S1101,SKU100337,19,2024-04-17
S1124,SKU100772,19,2025-03-31
S1053,SKU100490,26,2024-08-09
S1075,SKU100799,21,2024-12-09
S1071,SKU100613,26,2024-01-02
S1096,SKU100414,19,2024-02-01
S1096,SKU100005,27,2024-09-06
S1113,SKU100138,16,2025-03-07
S1056,SKU100403,19,2024-04-06
S1096,SKU100747,23,2025-08-21
S1014,SKU100785,16,2025-05-23
S1074,SKU100481,13,2024-04-02
S1067,SKU100106,22,2024-06-22
S1037,SKU100006,22,2024-10-14
S1142,SKU100108,10,2024-02-18
S1139,SKU100001,18,2024-04-21
S1049,SKU100446,23,2024-08-08
S1132,SKU100608,22,2024-09-24
S1053,SKU100513,11,2025-09-22
S1039,SKU100364,19,2024-09-02
S1033,SKU100546,20,2025-07-03
S1149,SKU100640,30,2025-01-20
S1072,SKU100004,21,2024-07-17
S1078,SKU100221,20,2024-03-02
S1148,SKU100252,31,2024-05-15
S1093,SKU100119,22,2025-02-06
S1102,SKU100018,21,2024-06-30
S1035,SKU100405,27,2025-05-16
S1084,SKU100494,20,2024-01-15
S1112,SKU100382,26,2024-07-10
S1033,SKU100706,20,2025-01-30
S1110,SKU100428,14,2025-08-01
S1143,SKU100296,20,2024-07-21
S1143,SKU100052,15,2024-03-28
S1055,SKU100682,19,2024-09-21
S1025,SKU100437,22,2024-01-21
S1050,SKU100409,23,2025-02-19
S1120,SKU100535,27,2024-07-30
S1017,SKU100470,16,2025-09-05
S1080,SKU100153,18,2025-09-11
S1066,SKU100663,20,2024-09-28
S1141,SKU100068,28,2024-11-02
S1063,SKU100346,19,2024-12-13
S1062,SKU100499,17,2024-12-07
S1098,SKU100274,15,2024-09-06
S1040,SKU100624,24,2024-10-25
S1131,SKU100235,16,2025-04-15
S1056,SKU100011,15,2025-10-08
S1053,SKU100639,20,2024-09-24
S1091,SKU100246,20,2024-10-01
S1093,SKU100138,23,2025-01-08
S1101,SKU100042,18,2024-03-04
S1133,SKU100669,27,2025-06-20
S1137,SKU100354,18,2024-08-08
S1048,SKU100185,26,2025-10-21
S1143,SKU100479,21,2025-04-23
S1060,SKU100297,23,2024-08-21
S1007,SKU100095,18,2025-07-03
S1021,SKU100260,19,2024-04-09
S1125,SKU100737,21,2025-09-05
S1077,SKU100466,22,2024-12-21
S1084,SKU100278,21,2025-02-08
S1125,SKU100206,17,2024-03-04
S1115,SKU100474,21,2025-08-18
S1009,SKU100282,18,2025-07-12
S1010,SKU100589,18,2024-12-18
S1106,SKU100469,21,2025-08-28
S1136,SKU100069,20,2025-05-14
S1079,SKU100373,15,2024-07-28
S1099,SKU100344,16,2025-03-09
S1147,SKU100490,21,2025-09-30
S1115,SKU100238,19,2025-05-28
S1098,SKU100096,12,2025-05-06
S1008,SKU100679,18,2025-07-14
S1051,SKU100791,18,2025-03-19
S1064,SKU100021,21,2024-09-21
S1087,SKU100481,15,2024-01-22
S1052,SKU100411,19,2024-10-05
S1138,SKU100746,28,2024-02-23
S1148,SKU100098,25,2024-02-11
S1013,SKU100531,33,2024-06-26
S1005,SKU100300,22,2024-07-15
S1028,SKU100722,17,2025-09-14
S1127,SKU100321,25,2024-09-20
S1109,SKU100639,19,2025-07-04
S1071,SKU100219,20,2025-09-30
S1008,SKU100485,21,2024-10-05
S1041,SKU100106,17,2025-04-05
S1128,SKU100676,15,2025-07-22
S1129,SKU100467,17,2024-02-11
S1116,SKU100069,19,2024-02-19
S1108,SKU100590,20,2025-08-24
S1025,SKU100396,16,2025-08-14
S1081,SKU100518,19,2024-06-14
S1118,SKU100185,22,2025-07-08
S1059,SKU100420,25,2024-06-26
S1063,SKU100315,17,2025-09-23
S1017,SKU100121,24,2025-07-03
S1008,SKU100270,19,2025-04-02
S1137,SKU100339,26,2024-11-21
S1112,SKU100569,14,2025-10-10
S1107,SKU100460,22,2025-02-25
S1028,SKU100148,25,2024-03-21
S1098,SKU100335,20,2024-04-05
S1122,SKU100710,15,2025-02-19
S1040,SKU100562,22,2025-10-05
S1017,SKU100566,10,2024-07-01
S1036,SKU100788,29,2025-10-13
S1030,SKU100170,19,2024-09-11
S1125,SKU100776,17,2024-10-10
S1143,SKU100638,18,2025-01-24
S1136,SKU100521,20,2024-09-12
S1093,SKU100664,22,2025-09-20
S1042,SKU100264,20,2024-10-11
S1147,SKU100689,23,2024-11-11
S1149,SKU100065,16,2025-03-21
S1103,SKU100026,11,2025-01-14
S1135,SKU100299,22,2024-11-01
S1025,SKU100736,26,2025-03-23
S1089,SKU100693,15,2025-05-09
S1143,SKU100797,20,2024-06-23
S1085,SKU100376,15,2024-01-03
S1049,SKU100476,21,2025-05-11
S1058,SKU100063,20,2025-04-18
S1071,SKU100219,24,2025-10-13
S1116,SKU100426,21,2024-09-12
S1052,SKU100126,16,2025-10-12
S1135,SKU100328,17,2024-01-26
S1094,SKU100579,25,2025-01-01
S1103,SKU100505,21,2024-03-23
S1005,SKU100504,16,2025-08-14
S1031,SKU100445,20,2025-05-26
S1065,SKU100261,10,2024-02-29
S1140,SKU100727,18,2024-05-16
S1024,SKU100277,16,2024-06-07
S1078,SKU100002,26,2025-04-14
S1001,SKU100060,17,2024-12-09
S1069,SKU100037,17,2025-08-14
S1113,SKU100378,22,2025-02-07
S1105,SKU100046,18,2024-03-17
S1038,SKU100244,21,2024-10-28
S1031,SKU100052,19,2025-10-22
S1108,SKU100319,24,2025-06-15
S1010,SKU100455,34,2024-12-08
S1124,SKU100162,24,2025-10-17
S1149,SKU100420,12,2024-08-02
S1134,SKU100758,23,2025-06-06
S1041,SKU100180,24,2025-03-26
S1143,SKU100515,19,2025-03-17
S1084,SKU100767,16,2024-05-25
S1078,SKU100157,16,2024-12-30
S1116,SKU100211,12,2025-03-08
S1068,SKU100264,16,2024-06-03
S1124,SKU100589,26,2025-10-27
S1038,SKU100383,17,2025-04-20
S1029,SKU100657,22,2024-04-17
S1122,SKU100706,19,2025-07-23
S1049,SKU100420,19,2024-04-10
S1104,SKU100646,23,2024-03-23
S1082,SKU100282,20,2024-09-21
S1114,SKU100750,19,2024-01-08
S1093,SKU100520,10,2025-06-19
S1118,SKU100573,18,2024-07-31
S1062,SKU100682,24,2025-07-10
S1123,SKU100068,17,2025-06-05
S1015,SKU100717,21,2024-11-10
S1082,SKU100192,17,2024-05-06
S1036,SKU100363,27,2024-04-13
S1014,SKU100440,13,2024-08-11
S1126,SKU100470,19,2024-02-24
S1030,SKU100571,19,2024-04-26
S1082,SKU100199,15,2024-05-18
S1102,SKU100002,18,2024-10-21
S1027,SKU100486,19,2024-04-04
S1074,SKU100229,21,2024-06-06
S1005,SKU100263,17,2025-06-08
S1015,SKU100161,16,2024-04-29
S1089,SKU100386,19,2025-01-06
S1015,SKU100047,15,2024-04-08
S1075,SKU100123,20,2024-09-03
S1051,SKU100101,19,2025-10-19
S1104,SKU100698,19,2024-09-08
S1101,SKU100506,20,2024-06-26
S1119,SKU100360,19,2024-10-11
S1037,SKU100491,17,2024-07-29
S1000,SKU100448,27,2025-10-05
S1028,SKU100159,22,2025-03-22
S1114,SKU100589,20,2024-10-18
